,ED,NSE,logNSE,NSEfdc,NSErunoff,Ks,Ratio_Riparian
0,0.6427991541606233,0.22891499207401889,0.4648854146986545,0.7800714642101244,0.14942681640359068,0.0046,0.409
1,0.698082933856718,0.3703638058606745,0.15903659258652125,0.12262672004859188,0.7246201383242101,0.0326,0.415
2,0.577890960625787,0.1606655166187012,0.6487275887674784,0.7614470822206179,0.3283976823857281,0.0082,0.385
3,0.4063902142013281,0.41637835754347585,0.6548366976401396,0.7112854525078739,0.6572114237300096,0.0142,0.065
4,0.40977416304964576,0.3407730895121289,0.7460837677522303,0.8721395870298678,0.6047056778842237,0.0142,0.275
5,0.8441492311193165,0.32216376335146035,0.1261432158805732,0.05727704890987484,0.14061795910092645,0.0185,0.176
6,0.8525915051742237,0.20957306865436165,0.07245052251214812,0.10040674537484517,0.21689189250177932,0.0282,0.409
7,0.579806344076266,0.17892921038206022,0.5683661567648377,0.6888106626378785,0.37758714132283455,0.0059,0.203
8,0.7423511159956422,0.3044010979324293,0.3123029073949488,0.39156212266310864,0.06332559372713198,0.0387,0.5
9,0.5536901092499615,0.23625714110549212,0.8354673142363823,0.8711704511911866,0.22584256350422538,0.0068,0.13
10,0.43553018888613415,0.33002270148509716,0.8603437776581482,0.9198866613211083,0.46712609960107454,0.0096,0.269
11,0.5001791605273247,0.3106940186892666,0.5812587920201462,0.6822994104397702,0.5007043253089618,0.028,0.34
12,0.41149655434521754,0.39453510624520605,0.8418115257901133,0.8811479689610504,0.47886612015000707,0.0132,0.472
13,0.7470230206643841,0.218064384895177,0.15008820739339856,0.3056830152405273,0.35476815259663963,0.0053,0.263
14,0.6521364364246409,0.2649756356115769,0.35949694932371135,0.40428432229529565,0.3709168703445419,0.0162,0.369
15,0.5574346332889364,0.23313971172355774,0.843853174671056,0.8756963222967388,0.2157643565396994,0.0071,0.205
16,0.5088353853043457,0.1386054214999417,0.609826141543651,0.7409166901559077,0.7274318870089356,0.0082,0.165
17,0.5666401179597867,0.2922770980851366,0.6312235531364674,0.7867432963817734,0.2241276536493101,0.0117,0.482
18,0.6315513716952378,0.22931561676158296,0.29927319043227285,0.33566157920097317,0.7371111968982783,0.0153,0.069
19,0.6104315275938796,0.3332995804985218,0.4570615039422581,0.5044988777518041,0.28886458567423434,0.0346,0.464
20,0.3380223753741698,0.37388913561731296,0.8945599308173906,0.938963149292678,0.7759942295768976,0.0094,0.133
21,0.6069835640204573,0.2417393994277396,0.7366430436950566,0.8382722036325552,0.10376103463884834,0.0126,0.289
22,0.6456651206527377,0.20867044190887896,0.7517496281698105,0.84202383545355,0.022888641493338135,0.0061,0.319
23,0.5714660304375049,0.2236671913986209,0.8361763828521314,0.8642621040522489,0.18861962549408573,0.0076,0.202
24,0.6497736694127035,0.23431410248405926,0.3291265043573893,0.47123467402112007,0.3893574080690746,0.0135,0.461
25,0.5620215481303044,0.14734789093262302,0.5349085460106376,0.6279680680445054,0.5736909053449448,0.0191,0.423
26,0.5363292187350688,0.2975290196647785,0.7820669931199791,0.8690921907781654,0.23026043673218777,0.011,0.207
27,0.7432884794963664,0.3555525947462993,0.17845610695948078,0.16824992521121673,0.34589294319160924,0.0267,0.153
28,0.3941528632872429,0.4195816879420722,0.6879656675257755,0.7728699016826663,0.6317786054916452,0.0202,0.358
29,0.5048340668315648,0.29114486473180934,0.7576071329941061,0.8791856102849408,0.33396417618783947,0.0065,0.467
30,0.6152927761668858,0.33543925301296906,0.576311147417405,0.5986755810680326,0.1443562177267832,0.0211,0.162
31,0.7298485242341561,0.41664087393439997,0.10831043204098323,0.07588972851577103,0.6240777688490766,0.0347,0.353
32,0.6983574361245888,0.4227486873581414,0.21617966205660344,0.16986961185643323,0.4395514538138241,0.0222,0.075
33,0.40489736233262297,0.3389356422685096,0.6816624906271349,0.8998677414243147,0.672286448324872,0.0058,0.401
34,0.5019710991423026,0.3059102113574401,0.6465698403088896,0.9433387356024507,0.36911496599123583,0.0018,0.065
35,0.4869916031870136,0.2842354098649883,0.8561961506704802,0.9009045474655969,0.36295613807799376,0.0135,0.45
36,0.5366438391520033,0.3525336211993546,0.6086797312650958,0.6659247373179287,0.31589774531643955,0.0134,0.092
37,0.7323365554797309,0.44351014591733495,0.04602118204498329,0.08152727561516349,0.7137856856742363,0.0314,0.237
38,0.6098976711915282,0.2724248591805394,0.7008008546366438,0.6659813654194402,0.12968596763713203,0.0066,0.469
39,0.7311901641461869,0.2660648865366474,0.15399371633119607,0.3730552707426743,0.29920819906950635,0.0073,0.386
40,0.3130149416988385,0.44770419877172407,0.8319111005768288,0.9308990538065506,0.7679354745369238,0.0235,0.497
41,0.43405537555469614,0.34476781149944213,0.5885645951529543,0.7678253948840184,0.6820331531085855,0.0064,0.145
42,0.794928854303819,0.21097962375464108,0.14339217992433895,0.20392891665772706,0.26679589994310215,0.0194,0.221
43,0.7204091964831505,0.2722791026828777,0.21851618880302104,0.35246553773811595,0.28141659486305004,0.0181,0.307
44,0.4100702148515284,0.4191805155988686,0.608050237731286,0.7540323659691578,0.6519276543011685,0.0226,0.299
45,0.6184275679885062,0.25843040216934565,0.8145655618192105,0.8668555425404352,0.03679089417179582,0.0165,0.5
46,0.5480092596917667,0.25005671583099365,0.48377264789313035,0.7250518646403896,0.4552482132562743,0.0048,0.417
47,0.5174451472908557,0.27493473377899436,0.8338463145623736,0.8947714104532328,0.2882428937504199,0.0123,0.489
48,0.5411433942384464,0.27035578757995593,0.6181511047973987,0.7734447394973454,0.33529844970491685,0.0051,0.203
49,0.771312064488128,0.3707204821277158,0.20162834994207846,0.1689827920045036,0.19024102346109217,0.0274,0.493
50,0.7816603294980253,0.3267112534241159,0.12978180143519047,0.17936955362583595,0.2517088107237403,0.0368,0.444
51,0.7145161275497894,0.30737465483412607,0.13783968963801263,0.27792581842495534,0.45438860634322065,0.0303,0.421
52,0.6074891304405424,0.38375391403405534,0.46925045752930694,0.4614166711531381,0.27567558580380447,0.0164,0.152
53,0.4709085842916337,0.29663645565198826,0.7307552688198324,0.9070089858753393,0.44218349832208115,0.0035,0.112
54,0.4646015541751462,0.4116186294343803,0.5229214065196394,0.5816926498499883,0.6614135918374094,0.0234,0.391
55,0.5944289073970767,0.41696746619573355,0.25984197351676186,0.34520678778641356,0.6887638944557404,0.0297,0.247
56,0.41918715953371855,0.44124887858724315,0.7051407657753845,0.7438529276980523,0.5120293118071644,0.0222,0.395
57,0.4553533943807257,0.26562826349015756,0.6831228760649335,0.8892127040821995,0.5788111218211294,0.0043,0.224
58,0.42328282774931736,0.3222320896480152,0.8545322063014951,0.9266991544696992,0.5196145549582406,0.0058,0.071
59,0.3733905553682126,0.4370991441829375,0.6829623490202194,0.7657046536680319,0.7077373229070235,0.0264,0.437
60,0.6355634679821223,0.27058578880309436,0.5104530204213679,0.8144312332104648,0.1002074775730275,0.0015,0.247
61,0.5980103620454438,0.3383207153754201,0.5299422857439148,0.5428199139644888,0.24988120210562492,0.0344,0.475
62,0.5581561166811224,0.30874502680054106,0.4645106483058148,0.5589536314378059,0.4642306285523027,0.0167,0.46
63,0.6170860604233432,0.332611647024886,0.24881814893127963,0.40824306829528534,0.595867384893566,0.0135,0.146
64,0.6782929322742359,0.3247079301304848,0.43728383013291783,0.48115180619771336,0.10643808707941438,0.0229,0.266
65,0.5411959327048121,0.2619706598962185,0.7526312840944565,0.8534836857895087,0.2622828919481953,0.0111,0.081
66,0.39364862863173833,0.3653553992961359,0.8707633676939139,0.9293227029814175,0.557997947235135,0.0096,0.169
67,0.33654839414612847,0.4072688072618762,0.7931119252878868,0.8987214916988635,0.7793894656576795,0.0194,0.405
68,0.5730427263769825,0.10780996012139032,0.49310485914493085,0.703057561791312,0.5847996840995124,0.0061,0.47
69,0.4072994756273838,0.29475266184963744,0.7116108810484427,0.8934540233327075,0.7322738071395465,0.009,0.34
70,0.46439191183295203,0.34288777719000163,0.547445507214607,0.7232837401566987,0.6133923690157544,0.0197,0.283
71,0.48980848850970166,0.24424386605207737,0.8690117140949244,0.8970772275329426,0.3993910927000265,0.0078,0.194
72,0.6116917616842806,0.438782305171591,0.21188256707205244,0.28727482343337685,0.77066252189339,0.0259,0.075
73,0.34069532788482365,0.452699489672591,0.8364998115440102,0.9419365671664024,0.6330508164500406,0.0236,0.438
74,0.4995064291327386,0.27720964365279066,0.7222614690210789,0.8683423125320576,0.38264406256074834,0.0085,0.248
75,0.3970954421035419,0.4066586894968417,0.8156453150529822,0.8701355941493273,0.522680572321677,0.0136,0.246
76,0.712052647552465,0.21761959510394935,0.19650036490965128,0.3717539614816866,0.3870954029571043,0.0112,0.202
77,0.6155228362647364,0.3866646976759682,0.6355908623084698,0.678460208809575,0.04967826615152937,0.0201,0.491
78,0.6311819528680197,0.19744701650657415,0.5663468759855466,0.8216556408659521,0.14582812222099006,0.0039,0.138
79,0.7565427438274855,0.13466974849816837,0.3343127457047613,0.4828724135984539,0.0889177931496874,0.0076,0.331
80,0.5056445757028876,0.28420287910165953,0.7969562147745766,0.8862230903208632,0.32459770094420226,0.0074,0.452
81,0.5792971628974437,0.22626563841009228,0.8169011722384455,0.8689908916628869,0.16754136303103506,0.0054,0.278
82,0.7239241771411081,0.317287088408887,0.41004027273273413,0.42214135444533074,0.026247031683618416,0.0111,0.12
83,0.5605710378366238,0.3033657713319303,0.2886755523227198,0.5502111308993523,0.7482703659424781,0.003,0.054
84,0.7709155315209625,0.2293693063446246,0.052847419595940415,0.46788967790501357,0.2233842935459467,0.0025,0.499
85,0.6410404442777086,0.2876735727468448,0.6001561058825816,0.6692891626636976,0.0688299466578921,0.0163,0.088
86,0.594804386093488,0.262558920749427,0.5632678614779925,0.8691801882555659,0.1854443533219482,0.0014,0.387
87,0.4385404728184566,0.36137354269338895,0.5918443443733168,0.7214987283888733,0.6575481994232081,0.0109,0.325
88,0.7721283523030201,0.34260437010644595,0.05189340350564142,0.03544190982951945,0.6488855914546898,0.0229,0.084
89,0.4919903904013955,0.424520864506423,0.5349648978401627,0.553450293021744,0.5294921312478833,0.0248,0.385
90,0.5864798304608251,0.2847058901415327,0.6625800254194739,0.756764230701674,0.16863195644820228,0.0164,0.237
91,0.5732117479411335,0.2519093452551675,0.7276265404207403,0.7985836797674605,0.20006789747180764,0.0031,0.102
92,0.7408836619154673,0.3865203613284631,0.3062721557535918,0.26902628173841614,0.10350893131242178,0.0164,0.093
93,0.5429842667155484,0.25771634488302764,0.6653861495503179,0.7917978840053662,0.3122296306678589,0.0107,0.167
94,0.6648728583180433,0.2769811392977628,0.21927085899359822,0.41714513752540394,0.4557485731263682,0.0107,0.43
95,0.4619170074195932,0.3580527040452669,0.6205207862706192,0.685429232034872,0.5545634562819786,0.0296,0.448
96,0.7833159191497014,0.3050930925259129,0.2521326819554901,0.2920293908363859,0.045583006291495254,0.0303,0.333
97,0.6367511290143054,0.2880331276683168,0.706767695994982,0.7955090163251978,0.0064661921253854615,0.0105,0.132
98,0.6925376206284667,0.1402416031300433,0.4242487994354802,0.6716232411828162,0.13980921751521358,0.0032,0.467
99,0.6470015464575748,0.2775685621173789,0.6537921778275795,0.7282766161576688,0.02079452178170238,0.0122,0.221
100,0.5872079489900824,0.2804184238788836,0.5804497402561646,0.7213726384547714,0.2203850760260987,0.0107,0.42
101,0.7859901345002019,0.39797380812526906,0.08179341478916213,0.03746523620150721,0.41766854302877965,0.022,0.058
102,0.6864748393452752,0.42132064664757785,0.24416718490250366,0.179034082298814,0.4478652847221506,0.0407,0.455
103,0.8010742210670548,0.3355305940240636,0.14507625510448496,0.17017737797736854,0.1598453442680603,0.0338,0.328
104,0.5489551956290626,0.2601188362984883,0.6991396170565497,0.8539168985233854,0.26099671971610316,0.0083,0.137
105,0.5415134449714623,0.2567520211533266,0.7763886921053991,0.8815952663695044,0.2540053697811655,0.0087,0.384
106,0.8326514528296178,0.33170689844499457,0.043322918697712764,0.05428052210851497,0.28097167701217896,0.0316,0.28
107,0.39620968701898296,0.3391697063525664,0.830634795762056,0.9246303263697752,0.6039360818770774,0.0069,0.164
108,0.6263249846939474,0.22402509478329324,0.8227032162818168,0.8728776539769457,0.04114617803014464,0.007,0.168
109,0.5382533267585755,0.30564265268182245,0.39962618054686605,0.5252146477798711,0.6985624517011477,0.0306,0.438
110,0.6855744135222795,0.23931139434384496,0.29836598419163707,0.6356943450081798,0.17756881823937665,0.0011,0.269
111,0.598783060573067,0.43538355973414,0.3419359876163066,0.32148065491623357,0.5288990088621379,0.0203,0.133
112,0.8402379076838608,0.34954499258626304,0.017663711532524218,0.019483385680902243,0.31115325741471245,0.0492,0.496
113,0.505196454122781,0.4202313905070537,0.39937206639139267,0.47891672246595596,0.7709137897581496,0.0237,0.272
114,0.5361615011766118,0.27040865622184895,0.7696051745460002,0.8756791373232601,0.2590306079417617,0.0052,0.289
115,0.5235674562566802,0.3215992109190895,0.5690574363358861,0.6881435287893674,0.40561128664365254,0.0268,0.349
116,0.5911201481819346,0.4200689836367878,0.2906076899853849,0.4473945378291403,0.4972456979025246,0.0386,0.417
117,0.6644539058585704,0.2769931227693271,0.47770714844049744,0.5661694138343623,0.11554636795532724,0.0276,0.45
118,0.5038305472330902,0.2732535261418525,0.6769911103474445,0.8389844301117624,0.40253896571029957,0.0113,0.113
119,0.5445823842288512,0.31980353379620974,0.3598969937651262,0.5286874204007552,0.6971052097939303,0.0127,0.057
120,0.6245250905464804,0.31928297739143796,0.3351285175494736,0.4439830891847568,0.4121719667021603,0.0414,0.475
121,0.6256605630617159,0.26429165588753933,0.729734930068241,0.7822342661195651,0.0491726391145384,0.0149,0.13
122,0.46497026534106684,0.36575126286050863,0.5526211094080672,0.6263594754813302,0.6496247486872488,0.0307,0.455
123,0.8542394182500945,0.39296423041135176,0.12537141287844666,0.03426268736966276,0.07653706799230575,0.0379,0.419
124,0.612521823246354,0.02125683125074973,0.6901551318476928,0.908157776495135,0.33791623709670293,0.0144,0.24
125,0.5128600723809189,0.22091186502858495,0.5115625177489596,0.6391351526824357,0.723723180089709,0.018,0.269
126,0.606601413981253,0.2823360883231074,0.578973927826741,0.6660937963902991,0.1826486034794106,0.0173,0.277
127,0.88632562651857,0.07017475631973724,0.2056230834743601,0.17774324474182068,0.014821526812227592,0.0178,0.496
128,0.7631422369274647,0.315755263041152,0.1580840577502809,0.15010060448593388,0.3441021430395367,0.0303,0.499
129,0.6266732123924985,0.23457458527118658,0.4765169492233995,0.6125482240176906,0.25110226876673236,0.0077,0.43
130,0.6760521499867964,0.22537987029137718,0.4765740343366113,0.6052969072579553,0.10647640226657129,0.0102,0.27
131,0.3552298008141225,0.4283682415919601,0.8305742635441131,0.9029917127001392,0.6260022856398386,0.0121,0.175
132,0.3427125407216306,0.39033900983330205,0.8302796510618917,0.9385268060910278,0.743997912259647,0.011,0.3
133,0.8257371600696375,0.2927815120082401,0.14332083659187644,0.18062746160826493,0.09339154281797502,0.0291,0.314
134,0.39466580494783327,0.4221266304088266,0.7285161677882892,0.7625142675506594,0.6012471757736735,0.0155,0.07
135,0.5639858716631991,0.353308981282518,0.6280356326034553,0.67191148615537,0.2201850113498397,0.0225,0.352
136,0.36754567192344,0.41864944831161954,0.6937535733557672,0.7730662726000035,0.7610334136616372,0.0218,0.428
137,0.8615542700669341,0.2828140714800932,0.06987240614387247,0.13248995694028387,0.0851030826627246,0.0196,0.164
138,0.5276322594236295,0.4703967782974099,0.36415165238880665,0.4639266110322764,0.6239337388425426,0.0389,0.445
139,0.6404480595057895,0.3458318861344999,0.4756381487434901,0.49013436080281336,0.1766892291403751,0.0234,0.169
140,0.7238609366074574,0.41082521047035314,0.1798768499972293,0.11274659202927295,0.4624582821385286,0.023,0.112
141,0.7887211049714506,0.06181065490643234,0.27514347577544607,0.5321597893977241,0.07057370647524552,0.0027,0.306
142,0.4964085130606961,0.30435133700254,0.46997273975937437,0.6720346412561125,0.6634462719086582,0.0133,0.43
143,0.32596891795127475,0.43420065518541584,0.8712788988186106,0.9580634971506536,0.705778567864093,0.0205,0.48
144,0.6247736783406719,0.4112276804843886,0.2600405632925715,0.26241557622521816,0.6490797780207178,0.0239,0.208
145,0.5021879890325676,0.14578624679628893,0.6624342406654694,0.8256888825435796,0.6329101450490332,0.0074,0.254
146,0.7017007507845561,0.14929435879404773,0.32854407074703473,0.3785039722001168,0.36068371745527084,0.011,0.27
147,0.4086239120670556,0.3274084780316606,0.8384742163728854,0.9280099819971045,0.5707663699570578,0.0208,0.399
148,0.806773918704235,0.29445497859585423,0.07390008121753933,0.15303082345338026,0.2714912486535017,0.0235,0.253
149,0.8470691494319798,0.04413427007064841,0.07973501666926708,0.1341154712437559,0.4001820064885002,0.0246,0.475
150,0.40998562336572675,0.3432813572017036,0.7560515098422175,0.8289355499156423,0.6097442406131943,0.025,0.394
151,0.42294210734410187,0.3982662058944276,0.6573175638025557,0.7151149558755205,0.6064954825596411,0.016,0.122
152,0.6903654359059288,0.43200660729281626,0.30370410938885206,0.235331030841455,0.2828844956777523,0.0317,0.356
153,0.3511757947124254,0.3390826893368034,0.9035826980677767,0.9485924521500354,0.7889383228875836,0.0166,0.43
154,0.6259991998399197,0.27744019912435425,0.7113192208627441,0.7787051423695226,0.044437693971533965,0.0151,0.117
155,0.5958871437116897,0.28920964820391604,0.7591265697205168,0.8156950734106787,0.09274330392253216,0.0154,0.423
156,0.7064831579234787,0.32235558541211196,0.42563605736864907,0.43875842731102066,0.055338253348568345,0.0265,0.321
157,0.6846905925424407,0.3378869189918595,0.14833298540752915,0.2728787321465649,0.5724850223527334,0.0284,0.209
158,0.37774008858490665,0.4443495554128102,0.6351768168116838,0.7342775629668145,0.7585491499454189,0.028,0.429
159,0.9548294359127532,0.1455661316168061,0.01944624891215163,0.010369685469454049,0.01213059917248227,0.0139,0.181
160,0.4305192548137389,0.26752506070961624,0.7388124410586032,0.863197446678126,0.6565849467016521,0.0116,0.426
161,0.5255034547007374,0.30762699798105253,0.5484246499086647,0.6820902296012286,0.43409521051699973,0.0211,0.236
162,0.578597481889841,0.28123641732926696,0.6755929527134255,0.7640368647981512,0.18663626653267118,0.0242,0.487
163,0.6996905239249965,0.3205723137783114,0.17165354227266227,0.3056189775434913,0.42700569121498855,0.0211,0.2
164,0.4898996083822316,0.2946372399680689,0.6464934250017023,0.7286636639840371,0.4863078975467918,0.0117,0.348
165,0.632365404346554,0.21216764601588745,0.5501483336202067,0.658920157130026,0.18749632645969438,0.0169,0.493
166,0.37873617407489524,0.45423272875505394,0.6286585364004786,0.7326107873031882,0.7421027914176904,0.0231,0.304
167,0.6298694086660287,0.2175738462663146,0.7507523976401861,0.8684310906011794,0.05378836582708868,0.0064,0.258
168,0.38643733907002786,0.42964245581176397,0.6926350827782981,0.7531358703121259,0.6585143501808548,0.0238,0.434
169,0.8347148555868712,0.33801712551872143,0.081755383272756,0.08849635826382118,0.1785609155900426,0.0393,0.379
170,0.5608035079887312,0.4295306864964953,0.3402573280860134,0.49045110472040887,0.5124893941503939,0.0314,0.333
171,0.34356305345744176,0.4227798818946099,0.8392107202522006,0.9421713729081157,0.6686966956620337,0.0204,0.383
172,0.628816911727453,0.43815961135600645,0.2646181625793025,0.23660796391368388,0.6226084738392772,0.0342,0.353
173,0.5992409159911433,0.2696507976861211,0.6573944002565854,0.7946956536088798,0.13778177202725017,0.0106,0.422
174,0.38969315253585024,0.35829800456761784,0.8181184954379627,0.9203575751749468,0.604730770160828,0.0065,0.287
175,0.7009970978525121,0.2531928763337281,0.22706868839642314,0.38336724034765135,0.34409751327031035,0.0086,0.246
176,0.456160377815444,0.24660933683669217,0.6013886427839037,0.8262443632791017,0.7249552137936031,0.0078,0.4
177,0.6112548207171005,0.32191199335844356,0.3706357295224255,0.47491584410590626,0.3975767908490939,0.0245,0.268
178,0.5884088284429433,0.2807131492851648,0.4620201926879237,0.6327555898341404,0.3342406635476197,0.0226,0.452
179,0.601581405428662,0.3608437767384973,0.7346613077074184,0.7687979140575034,0.04332814114530903,0.0208,0.486
180,0.5185444543371526,0.33614582430076434,0.801327514332614,0.9282272660350007,0.23173640200782564,0.0052,0.351
181,0.6340594561649024,0.2679941855817414,0.699409406938049,0.8194352846243436,0.025661895238433097,0.0118,0.473
182,0.8133462692712663,0.35442733041592067,0.05562307797517396,0.023603958801706182,0.3801874935795103,0.0259,0.121
183,0.6041000105148167,0.26424832931466935,0.5350650523601526,0.8155703297506374,0.18254176798163269,0.0033,0.087
184,0.3378425989835286,0.4216963305454262,0.7705783653047269,0.8895033756473744,0.7606852236330157,0.0199,0.373
185,0.391271910032126,0.33815179417878805,0.7918763223632286,0.9169226431017954,0.64770116328641,0.0069,0.218
186,0.580777085519819,0.31372657631571155,0.6870401787237586,0.8694594578199493,0.1263569394092876,0.0035,0.424
187,0.42435770380898025,0.35425063315775174,0.8417359615132125,0.8787741096646756,0.48659725752074834,0.0202,0.417
188,0.46781514920859846,0.4258861899182582,0.46221657713267805,0.5586208216685742,0.7514626800372602,0.022,0.171
189,0.538478502425704,0.34248685066529205,0.39307690408995943,0.46803812506902176,0.7240040434691841,0.0275,0.446
190,0.7100553867883174,0.2078547121652795,0.2957236861057103,0.7057662352630066,0.10186759463548833,0.0019,0.248
191,0.4409777011947749,0.31544229186876194,0.7466797577930397,0.9048572094702271,0.5141988263284719,0.0037,0.079
192,0.35759239865983183,0.43121668895350485,0.7240498594981815,0.7930806432393659,0.7373010484471885,0.0209,0.302
193,0.6908042927732326,0.32827520022759893,0.3285145729547686,0.38427321330493724,0.20777785789685976,0.0229,0.237
194,0.44824774075725926,0.31676182248476437,0.7767586559053758,0.9210342861153662,0.4700778741370356,0.0032,0.115
195,0.43248186322890647,0.33129509311216443,0.6549139982751877,0.8874878336025421,0.5885967192424797,0.004,0.133
196,0.6803945980144637,0.4089280195225242,0.27061572424072455,0.2376882339228481,0.37609255534258945,0.0253,0.307
197,0.6139372081949882,0.4317909990690306,0.4830315775200966,0.449792932762347,0.2158890722567146,0.0304,0.445
198,0.7109520331462535,0.20409987880770808,0.4621251966253893,0.5458907313025299,0.05510337136645793,0.0163,0.234
199,0.45509207766954507,0.4195568701223418,0.5159179987731233,0.6547556125082573,0.6285273918553422,0.0244,0.309
200,0.535306222224049,0.32965583556033395,0.4216882652831372,0.5693514371705404,0.5793492419708346,0.0242,0.395
201,0.5642027171660506,0.31447191008339836,0.29572988588747506,0.5054117195966554,0.749528242268499,0.0074,0.201
202,0.5577333053324103,0.3144840792590472,0.7471121371237068,0.8273170567406452,0.17503817552816825,0.0107,0.202
203,0.47095437082861336,0.28849373797262745,0.848820014869295,0.902246528481428,0.4096274162801228,0.014,0.498
204,0.7485165036200493,0.29229658840004,0.32761071615468307,0.34907812792516235,0.07023816307579023,0.0143,0.064
205,0.46698333254764524,0.17851348169437709,0.7787500967950312,0.9402807407501128,0.6192957550042806,0.0107,0.253
206,0.41669200294091774,0.4238968746218499,0.5620353184496256,0.6801532988028194,0.7382384374340967,0.0239,0.326
207,0.46538028917842145,0.25946323722067166,0.8505438416694813,0.898414648994105,0.4658990447550486,0.0108,0.467
208,0.4712602081959463,0.34088642556424253,0.6940249713876991,0.7703006542986771,0.44544475139067385,0.018,0.292
209,0.6570078425928283,0.3362837914080573,0.41563147003942025,0.4545775430441039,0.19554628473343982,0.0214,0.312
210,0.5096425031381674,0.3021883466541859,0.7624761345013795,0.8643200915177011,0.30922203550825567,0.0096,0.171
211,0.567394399186157,0.2642475640565132,0.7131980999693212,0.8682672158663621,0.19575805031215987,0.0066,0.417
212,0.42116874675077337,0.2726888041724407,0.865217539535255,0.9055935958823473,0.6082449788515814,0.0099,0.395
213,0.5846340681157072,0.30661917112428894,0.6814434500351387,0.8177601993297839,0.13298132656794437,0.0045,0.071
214,0.5944456698438255,0.19567318492473273,0.8487067761819485,0.8691095223687916,0.14765087233728613,0.006,0.085
215,0.8155625987914157,0.292860821055669,0.15590482016263507,0.19660930176262137,0.10412595463840346,0.0296,0.375
216,0.45177890608926186,0.2961418339877524,0.7944711697446947,0.818500726311198,0.5042013355493595,0.0065,0.322
217,0.8459453744047142,0.1715351179034964,0.1053854617116492,0.35424808260822227,0.02081179842293923,0.0044,0.362
218,0.5166036046485888,0.2672712340324114,0.5286337376642123,0.7396482718165601,0.5094324539568866,0.0071,0.499
219,0.5415005651385043,0.24531115998170383,0.839489453461947,0.8839800855911687,0.24892613755786996,0.0102,0.306
220,0.7375617413754498,0.4201423909461881,0.048230872950561166,0.12271591091729539,0.5947067747624946,0.0265,0.095
221,0.5982723312477491,0.2961208659391754,0.4392528034624824,0.5449963531400186,0.35594444579704,0.0097,0.188
222,0.5576705999551854,0.30406999561527526,0.6137146763684638,0.7629160487443123,0.25552550747627856,0.0082,0.215
223,0.549782679574895,0.3930099696220434,0.7495161257052465,0.8298998134024629,0.13459209773555514,0.0108,0.119
224,0.6235689602424715,0.43777000614772144,0.44984773143252654,0.44664158347185967,0.20603692090128856,0.0216,0.258
225,0.4564960667398003,0.320149794274075,0.7336486001828393,0.8327553078046468,0.4780378573900489,0.0205,0.321
226,0.6947236841937793,0.26001383328343275,0.26613018785292275,0.3904872080311077,0.31231277616002506,0.0265,0.387
227,0.8260070396328416,0.2759476326734568,0.16170531063179394,0.20630186043571352,0.06608139300572624,0.0278,0.244
228,0.39186396369086657,0.34469296663844207,0.7285372222221671,0.9132370789440857,0.6781579393616655,0.0057,0.093
229,0.4806454847486928,0.33623442779744495,0.46813413282330796,0.6812488029485688,0.6853383294608266,0.0058,0.285
230,0.38840099503036,0.38391560009634884,0.7700140117462569,0.8055687298045696,0.6350832008049043,0.0281,0.474
231,0.7476199089640327,0.08239103526302405,0.3558037866540593,0.4916136055833714,0.15130075195349602,0.0053,0.065
232,0.5890869636402469,0.34536954639032624,0.36145683080549895,0.4489048817668885,0.5018940234598558,0.0229,0.259
233,0.8511905566262765,0.2616132919156122,0.1512123681628017,0.07619465634465206,0.11737337046895757,0.0164,0.275
234,0.48226975757306156,0.32107454788689316,0.831182185903628,0.899893021440806,0.34358866155526857,0.007,0.085
235,0.6713877016256073,0.41995530134014747,0.19529657512696885,0.18821239783871935,0.5999409817190526,0.0215,0.169
236,0.5414756865682626,0.33160191062436406,0.6618658334634026,0.7425335612912796,0.26148528176038777,0.0186,0.403
